Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
LA Clippers,Toronto Raptors,0022200991,108,0.507,0.471,0.378,0.785,43.6,23.3,14.3,6.9,4.5,-0.3,113.1,113.5,0.583,100,0.485,0.455,0.336,0.781,43.3,23.7,12.1,9.3,5.3,0.5,113.9,113.5,0.554,1,03/08/2023
Phoenix Suns,Oklahoma City Thunder,0022200990,132,0.554,0.466,0.378,0.791,44.6,27.4,14.1,7.3,5.0,2.0,114.0,112.0,0.57,101,0.477,0.471,0.363,0.799,42.3,24.1,12.9,8.1,4.5,1.6,114.6,113.0,0.574,1,03/08/2023
Miami Heat,Cleveland Cavaliers,0022200987,100,0.53,0.452,0.337,0.83,42.1,24.0,13.7,8.4,3.1,-0.7,111.1,112.0,0.565,104,0.612,0.488,0.364,0.777,43.1,25.6,14.0,7.4,4.6,5.7,115.1,109.5,0.59,0,03/08/2023
Denver Nuggets,Chicago Bulls,0022200989,96,0.708,0.509,0.39,0.754,43.3,29.4,14.9,7.6,4.4,4.6,117.7,113.1,0.608,117,0.446,0.49,0.361,0.808,42.3,24.0,13.8,7.4,4.4,0.3,112.4,112.0,0.587,0,03/08/2023
Washington Wizards,Atlanta Hawks,0022200985,120,0.477,0.485,0.362,0.786,44.3,25.4,14.4,6.9,5.3,-0.1,114.0,114.1,0.587,122,0.492,0.482,0.353,0.818,42.7,24.2,12.6,6.9,4.7,0.0,114.7,114.7,0.577,0,03/08/2023
New Orleans Pelicans,Dallas Mavericks,0022200988,113,0.477,0.478,0.352,0.783,43.3,25.4,14.6,8.5,4.0,0.5,113.2,112.7,0.578,106,0.515,0.475,0.371,0.75,39.3,22.9,12.6,6.7,3.8,0.9,116.2,115.6,0.6,1,03/08/2023
Orlando Magic,Utah Jazz,0022200994,124,0.409,0.471,0.346,0.786,42.9,22.8,15.1,7.2,4.5,-2.9,111.4,114.0,0.574,131,0.47,0.472,0.358,0.787,44.6,25.3,15.4,6.4,5.3,-0.2,115.6,115.6,0.586,0,03/09/2023
Sacramento Kings,New York Knicks,0022200997,122,0.594,0.5,0.37,0.799,41.2,26.7,13.8,6.8,3.2,2.7,118.7,115.9,0.614,117,0.582,0.466,0.351,0.766,47.2,22.5,13.0,6.1,4.0,3.0,116.3,113.4,0.573,1,03/09/2023
Detroit Pistons,Charlotte Hornets,0022200992,103,0.227,0.455,0.352,0.771,42.1,22.7,14.9,7.1,3.8,-7.5,110.2,117.5,0.563,113,0.313,0.454,0.328,0.75,43.8,24.3,13.5,7.7,4.8,-5.7,108.8,114.7,0.548,0,03/09/2023
Milwaukee Bucks,Brooklyn Nets,0022200995,118,0.723,0.467,0.365,0.744,48.0,24.5,14.5,6.3,4.8,4.1,113.6,109.7,0.579,113,0.569,0.495,0.384,0.799,40.5,25.7,14.1,7.1,6.5,1.0,114.5,113.3,0.604,1,03/09/2023
Indiana Pacers,Houston Rockets,0022200993,134,0.439,0.464,0.364,0.793,40.6,26.1,14.5,7.8,5.8,-2.4,113.4,116.1,0.578,125,0.231,0.453,0.327,0.753,46.3,22.5,16.6,7.1,4.8,-8.2,109.7,118.1,0.552,1,03/09/2023
Memphis Grizzlies,Golden State Warriors,0022200996,131,0.594,0.467,0.343,0.725,46.3,24.8,13.5,8.2,5.9,3.5,113.4,109.7,0.56,110,0.515,0.476,0.383,0.794,42.5,28.7,15.8,6.8,3.6,0.7,114.1,113.4,0.598,1,03/09/2023
Philadelphia 76ers,Portland Trail Blazers,0022200998,120,0.662,0.484,0.39,0.836,41.1,25.4,13.8,7.9,4.7,4.2,116.6,112.4,0.606,119,0.47,0.479,0.373,0.806,41.7,24.4,14.8,6.5,4.5,-1.1,115.8,116.9,0.599,1,03/10/2023
San Antonio Spurs,Denver Nuggets,0022201002,128,0.246,0.467,0.34,0.747,42.0,26.2,15.1,6.8,3.8,-10.0,109.5,119.6,0.554,120,0.697,0.508,0.389,0.751,43.3,29.4,14.8,7.5,4.4,4.2,117.4,113.2,0.607,1,03/10/2023
Los Angeles Lakers,Toronto Raptors,0022201003,122,0.485,0.478,0.338,0.777,44.3,24.4,13.6,6.2,4.4,-0.7,112.7,113.3,0.576,112,0.478,0.454,0.337,0.783,43.3,23.7,12.1,9.4,5.3,0.4,113.8,113.5,0.553,1,03/10/2023
Miami Heat,Cleveland Cavaliers,0022201000,119,0.522,0.453,0.336,0.828,42.1,24.0,13.9,8.4,3.1,-0.7,111.1,111.9,0.565,115,0.618,0.488,0.363,0.779,43.0,25.7,14.1,7.5,4.6,5.6,115.1,109.4,0.59,1,03/10/2023
Minnesota Timberwolves,Brooklyn Nets,0022201001,123,0.507,0.49,0.359,0.764,40.6,24.9,15.3,8.0,5.4,-0.3,112.9,113.0,0.592,124,0.561,0.493,0.384,0.801,40.6,25.6,14.1,7.2,6.5,0.9,114.3,113.3,0.602,0,03/10/2023
Washington Wizards,Atlanta Hawks,0022200999,107,0.47,0.486,0.363,0.787,44.2,25.5,14.4,7.0,5.2,-0.1,114.1,114.2,0.588,114,0.5,0.482,0.354,0.817,42.6,24.2,12.5,6.9,4.7,0.1,114.7,114.8,0.578,0,03/10/2023
Orlando Magic,Miami Heat,0022201007,126,0.403,0.471,0.348,0.784,42.8,22.8,15.1,7.2,4.5,-3.0,111.6,114.3,0.574,114,0.529,0.454,0.338,0.83,42.1,24.0,13.9,8.4,3.2,-0.7,111.2,112.0,0.566,1,03/11/2023
Atlanta Hawks,Boston Celtics,0022201008,125,0.507,0.482,0.356,0.817,42.6,24.2,12.6,7.0,4.7,0.2,114.7,114.6,0.577,134,0.687,0.473,0.377,0.819,44.8,26.0,13.4,6.3,5.2,5.4,116.5,110.9,0.599,0,03/11/2023
Memphis Grizzlies,Dallas Mavericks,0022201010,112,0.6,0.468,0.345,0.725,46.2,24.9,13.5,8.2,5.9,3.8,113.6,109.6,0.562,108,0.507,0.474,0.371,0.75,39.2,22.9,12.5,6.7,3.7,0.8,116.1,115.6,0.6,1,03/11/2023
Houston Rockets,Chicago Bulls,0022201009,111,0.227,0.453,0.327,0.753,46.4,22.4,16.6,7.1,4.8,-8.2,109.7,118.2,0.552,119,0.455,0.49,0.361,0.81,42.5,24.0,13.7,7.5,4.4,0.6,112.5,111.8,0.587,0,03/11/2023
New Orleans Pelicans,Oklahoma City Thunder,0022201011,96,0.485,0.479,0.354,0.784,43.4,25.5,14.6,8.4,4.1,0.6,113.2,112.6,0.578,110,0.47,0.47,0.362,0.802,42.2,24.1,12.9,8.1,4.4,1.1,114.4,113.3,0.573,0,03/11/2023
LA Clippers,New York Knicks,0022201004,106,0.515,0.472,0.377,0.785,43.6,23.3,14.4,7.0,4.5,-0.1,113.1,113.4,0.584,95,0.574,0.465,0.35,0.764,47.3,22.5,13.0,6.1,4.0,2.9,116.2,113.5,0.572,1,03/11/2023
Golden State Warriors,Milwaukee Bucks,0022201012,125,0.507,0.475,0.382,0.797,42.4,28.6,15.8,6.8,3.6,0.4,114.0,113.6,0.598,116,0.727,0.467,0.365,0.744,48.2,24.6,14.5,6.3,4.9,4.1,113.6,109.6,0.578,1,03/11/2023
Phoenix Suns,Sacramento Kings,0022201013,119,0.561,0.467,0.38,0.792,44.8,27.4,14.1,7.3,5.1,2.4,114.3,111.8,0.571,128,0.6,0.5,0.369,0.798,41.2,26.7,13.8,6.9,3.2,2.7,118.6,115.9,0.614,0,03/11/2023
Charlotte Hornets,Utah Jazz,0022201005,111,0.324,0.455,0.328,0.747,43.8,24.3,13.5,7.8,4.9,-5.5,108.8,114.5,0.548,119,0.478,0.473,0.358,0.789,44.6,25.3,15.5,6.4,5.3,-0.1,115.9,115.7,0.587,0,03/11/2023
Detroit Pistons,Indiana Pacers,0022201006,115,0.224,0.455,0.352,0.771,42.2,22.6,15.0,7.1,3.8,-7.5,110.1,117.5,0.563,121,0.448,0.464,0.365,0.796,40.5,26.2,14.5,7.9,5.9,-2.2,113.6,116.0,0.579,0,03/11/2023
Philadelphia 76ers,Washington Wizards,0022201016,112,0.667,0.485,0.389,0.835,41.1,25.4,13.7,7.9,4.7,4.1,116.7,112.6,0.607,93,0.463,0.486,0.361,0.787,44.1,25.5,14.4,7.0,5.2,-0.2,113.9,114.2,0.587,1,03/12/2023
San Antonio Spurs,Oklahoma City Thunder,0022201018,90,0.258,0.468,0.341,0.747,42.1,26.2,15.2,6.8,3.8,-9.7,109.6,119.5,0.555,102,0.478,0.469,0.362,0.802,42.2,24.0,12.9,8.1,4.4,1.3,114.3,113.0,0.574,0,03/12/2023
Los Angeles Lakers,New York Knicks,0022201019,108,0.493,0.479,0.34,0.779,44.2,24.4,13.8,6.2,4.5,-0.6,112.9,113.2,0.578,112,0.565,0.464,0.348,0.765,47.4,22.5,13.0,6.1,4.0,2.7,116.0,113.5,0.57,0,03/12/2023
Denver Nuggets,Brooklyn Nets,0022201014,120,0.687,0.508,0.389,0.753,43.1,29.4,14.8,7.6,4.4,4.0,117.3,113.3,0.607,122,0.567,0.493,0.385,0.8,40.6,25.5,14.1,7.1,6.4,0.9,114.3,113.2,0.602,0,03/12/2023
Charlotte Hornets,Cleveland Cavaliers,0022201015,108,0.319,0.454,0.329,0.749,43.8,24.3,13.4,7.7,5.0,-5.5,108.9,114.6,0.548,114,0.609,0.488,0.365,0.779,42.9,25.7,14.1,7.4,4.6,5.5,115.1,109.6,0.59,0,03/12/2023
New Orleans Pelicans,Portland Trail Blazers,0022201017,127,0.478,0.478,0.354,0.785,43.4,25.4,14.7,8.3,4.1,0.4,113.0,112.5,0.578,110,0.463,0.48,0.374,0.804,41.6,24.4,14.7,6.5,4.5,-1.1,115.9,117.0,0.6,1,03/12/2023
Golden State Warriors,Phoenix Suns,0022201025,123,0.515,0.474,0.383,0.798,42.6,28.6,15.8,6.9,3.6,0.5,113.9,113.4,0.596,112,0.552,0.467,0.378,0.792,44.6,27.4,14.1,7.4,5.0,2.2,114.3,111.9,0.572,1,03/13/2023
Miami Heat,Utah Jazz,0022201022,119,0.522,0.454,0.337,0.831,42.0,23.9,14.0,8.4,3.1,-0.8,111.1,112.1,0.566,115,0.485,0.473,0.357,0.79,44.8,25.3,15.4,6.4,5.3,0.0,115.9,115.7,0.587,1,03/13/2023
Sacramento Kings,Milwaukee Bucks,0022201026,124,0.606,0.5,0.37,0.799,41.1,26.6,13.8,6.9,3.2,2.8,118.7,115.8,0.614,133,0.716,0.466,0.366,0.745,48.1,24.6,14.5,6.4,4.9,3.9,113.4,109.6,0.578,0,03/13/2023
Houston Rockets,Boston Celtics,0022201024,111,0.224,0.454,0.329,0.753,46.2,22.4,16.6,7.1,4.8,-8.2,109.8,118.2,0.552,109,0.691,0.474,0.378,0.819,44.7,26.1,13.3,6.3,5.2,5.4,116.7,111.1,0.6,1,03/13/2023
Detroit Pistons,Indiana Pacers,0022201020,117,0.221,0.455,0.351,0.77,42.1,22.7,14.9,7.1,3.8,-7.5,110.1,117.4,0.562,97,0.456,0.464,0.364,0.795,40.7,26.1,14.4,7.8,5.9,-2.1,113.6,115.9,0.579,1,03/13/2023
Dallas Mavericks,Memphis Grizzlies,0022201023,88,0.5,0.474,0.37,0.749,39.3,22.9,12.5,6.7,3.7,0.7,116.0,115.6,0.599,104,0.606,0.469,0.344,0.727,46.3,24.9,13.4,8.2,5.8,3.8,113.7,109.7,0.562,0,03/13/2023
Atlanta Hawks,Minnesota Timberwolves,0022201021,115,0.5,0.482,0.355,0.818,42.7,24.2,12.5,6.9,4.7,0.0,114.8,114.9,0.577,136,0.5,0.49,0.358,0.761,40.6,24.9,15.3,8.1,5.4,-0.3,112.9,113.0,0.592,0,03/13/2023
San Antonio Spurs,Orlando Magic,0022201032,132,0.254,0.467,0.34,0.747,42.2,26.2,15.2,6.8,3.8,-9.8,109.3,119.2,0.554,114,0.412,0.471,0.348,0.785,42.9,22.9,15.1,7.2,4.6,-2.7,111.6,114.1,0.574,1,03/14/2023
Phoenix Suns,Milwaukee Bucks,0022201033,104,0.544,0.468,0.376,0.791,44.7,27.4,14.1,7.4,5.0,2.0,114.2,112.1,0.571,116,0.721,0.468,0.367,0.746,48.0,24.7,14.5,6.3,4.9,3.9,113.6,109.8,0.579,0,03/14/2023
Portland Trail Blazers,New York Knicks,0022201034,107,0.456,0.48,0.373,0.802,41.6,24.4,14.7,6.6,4.4,-1.3,115.8,117.1,0.599,123,0.571,0.464,0.347,0.766,47.4,22.5,13.0,6.1,4.0,2.7,116.1,113.5,0.57,0,03/14/2023
Charlotte Hornets,Cleveland Cavaliers,0022201027,104,0.314,0.455,0.331,0.749,43.8,24.3,13.4,7.7,5.0,-5.6,108.9,114.6,0.549,120,0.614,0.487,0.363,0.778,42.8,25.6,14.0,7.4,4.6,5.5,115.1,109.6,0.59,0,03/14/2023
Washington Wizards,Detroit Pistons,0022201028,117,0.456,0.485,0.36,0.787,44.1,25.5,14.4,6.9,5.2,-0.5,113.8,114.3,0.586,97,0.232,0.455,0.352,0.769,42.3,22.7,14.9,7.1,3.9,-7.1,110.2,117.1,0.562,1,03/14/2023
Toronto Raptors,Denver Nuggets,0022201029,125,0.471,0.455,0.337,0.783,43.2,23.8,12.1,9.4,5.3,0.2,113.7,113.6,0.553,110,0.676,0.508,0.389,0.753,43.3,29.4,14.8,7.6,4.4,3.9,117.4,113.5,0.607,1,03/14/2023
New Orleans Pelicans,Los Angeles Lakers,0022201030,108,0.485,0.478,0.356,0.784,43.3,25.6,14.7,8.3,4.1,0.7,113.1,112.4,0.579,123,0.485,0.479,0.34,0.778,44.1,24.4,13.7,6.2,4.4,-0.6,112.9,113.3,0.578,0,03/14/2023
Oklahoma City Thunder,Brooklyn Nets,0022201031,121,0.485,0.468,0.36,0.803,42.3,24.0,12.9,8.1,4.4,1.5,114.1,112.7,0.572,107,0.574,0.493,0.385,0.801,40.5,25.6,14.0,7.2,6.4,0.9,114.5,113.4,0.603,1,03/14/2023
San Antonio Spurs,Dallas Mavericks,0022201040,128,0.265,0.468,0.344,0.747,42.3,26.4,15.2,6.7,3.9,-9.4,109.6,119.2,0.556,137,0.493,0.473,0.369,0.749,39.3,22.9,12.5,6.6,3.7,0.4,115.7,115.5,0.597,0,03/15/2023
Miami Heat,Memphis Grizzlies,0022201036,138,0.529,0.454,0.338,0.832,41.9,23.8,13.9,8.4,3.1,-0.8,111.2,112.1,0.567,119,0.612,0.468,0.343,0.728,46.3,24.9,13.5,8.2,5.8,4.0,113.6,109.4,0.562,1,03/15/2023
LA Clippers,Golden State Warriors,0022201041,134,0.522,0.472,0.376,0.785,43.6,23.3,14.4,6.9,4.5,0.0,113.1,113.2,0.584,126,0.522,0.475,0.384,0.794,42.6,28.6,15.8,6.9,3.7,0.6,114.0,113.4,0.597,1,03/15/2023
Cleveland Cavaliers,Philadelphia 76ers,0022201035,109,0.62,0.488,0.365,0.779,42.7,25.6,13.9,7.4,4.6,5.7,115.2,109.5,0.59,118,0.672,0.485,0.389,0.835,41.2,25.5,13.7,7.9,4.8,4.4,116.8,112.4,0.607,0,03/15/2023
Minnesota Timberwolves,Boston Celtics,0022201039,102,0.507,0.492,0.359,0.76,40.5,25.1,15.2,8.1,5.5,0.0,113.1,112.9,0.593,104,0.681,0.474,0.377,0.82,44.6,26.1,13.3,6.3,5.2,5.3,116.6,111.1,0.6,0,03/15/2023
Houston Rockets,Los Angeles Lakers,0022201038,114,0.235,0.454,0.329,0.753,46.2,22.5,16.5,7.2,4.7,-8.0,109.8,118.1,0.552,110,0.493,0.479,0.342,0.779,44.2,24.4,13.8,6.2,4.4,-0.4,113.0,113.2,0.579,1,03/15/2023
Chicago Bulls,Sacramento Kings,0022201037,114,0.463,0.49,0.362,0.809,42.5,24.0,13.7,7.5,4.4,0.7,112.6,111.8,0.588,117,0.597,0.499,0.371,0.798,41.2,26.6,13.7,6.9,3.1,2.6,118.7,116.0,0.613,0,03/15/2023
Toronto Raptors,Oklahoma City Thunder,0022201044,128,0.478,0.456,0.338,0.784,43.2,23.8,12.1,9.4,5.2,0.4,114.0,113.6,0.554,111,0.493,0.468,0.36,0.804,42.4,24.0,12.8,8.1,4.3,1.7,114.2,112.6,0.572,1,03/16/2023
Detroit Pistons,Denver Nuggets,0022201042,100,0.229,0.454,0.351,0.77,42.3,22.7,14.9,7.2,3.8,-7.3,110.1,117.2,0.561,119,0.667,0.508,0.387,0.754,43.1,29.4,14.8,7.6,4.4,3.7,117.4,113.7,0.607,0,03/16/2023
Milwaukee Bucks,Indiana Pacers,0022201045,123,0.725,0.468,0.367,0.743,48.0,24.7,14.5,6.3,4.9,4.1,113.7,109.7,0.579,139,0.449,0.464,0.363,0.792,40.8,26.1,14.5,7.8,5.9,-2.3,113.4,115.9,0.578,0,03/16/2023
Phoenix Suns,Orlando Magic,0022201046,116,0.536,0.467,0.376,0.792,44.6,27.3,14.0,7.4,5.0,1.8,114.1,112.1,0.57,113,0.406,0.471,0.348,0.784,42.9,22.9,15.0,7.2,4.5,-3.0,111.6,114.3,0.574,1,03/16/2023
Brooklyn Nets,Sacramento Kings,0022201043,96,0.565,0.492,0.383,0.799,40.5,25.6,14.1,7.1,6.3,0.7,114.4,113.5,0.602,101,0.603,0.499,0.372,0.798,41.2,26.6,13.8,6.8,3.1,2.6,118.6,115.9,0.614,0,03/16/2023
San Antonio Spurs,Memphis Grizzlies,0022201052,120,0.261,0.468,0.345,0.744,42.3,26.3,15.1,6.7,3.9,-9.4,109.7,119.2,0.556,126,0.603,0.469,0.344,0.727,46.2,25.0,13.5,8.2,5.7,3.7,113.6,109.8,0.563,0,03/17/2023
Los Angeles Lakers,Dallas Mavericks,0022201054,110,0.486,0.478,0.34,0.781,44.1,24.4,13.7,6.2,4.4,-0.4,113.0,113.2,0.578,111,0.5,0.473,0.37,0.751,39.5,22.9,12.6,6.6,3.7,0.6,115.8,115.5,0.598,0,03/17/2023
Chicago Bulls,Minnesota Timberwolves,0022201050,139,0.456,0.489,0.363,0.81,42.6,24.1,13.7,7.5,4.4,0.7,112.6,111.9,0.587,131,0.5,0.491,0.358,0.76,40.6,25.2,15.2,8.0,5.4,0.0,113.0,112.8,0.592,1,03/17/2023
Cleveland Cavaliers,Washington Wizards,0022201049,117,0.611,0.487,0.364,0.778,42.6,25.6,13.9,7.4,4.6,5.5,115.3,109.8,0.59,94,0.464,0.486,0.358,0.79,44.1,25.5,14.4,7.0,5.3,-0.2,113.9,114.1,0.586,1,03/17/2023
Houston Rockets,New Orleans Pelicans,0022201051,114,0.246,0.455,0.328,0.751,46.3,22.5,16.5,7.1,4.7,-7.8,109.9,118.0,0.553,112,0.478,0.477,0.354,0.782,43.3,25.5,14.7,8.4,4.1,0.4,113.1,112.6,0.578,1,03/17/2023
Portland Trail Blazers,Boston Celtics,0022201053,112,0.449,0.479,0.373,0.802,41.6,24.3,14.7,6.6,4.4,-1.5,115.6,117.1,0.598,126,0.686,0.473,0.376,0.82,44.7,26.0,13.3,6.3,5.2,5.3,116.5,111.1,0.599,0,03/17/2023
Atlanta Hawks,Golden State Warriors,0022201048,127,0.493,0.482,0.353,0.818,42.8,24.0,12.5,6.9,4.7,-0.3,114.7,115.0,0.577,119,0.514,0.476,0.385,0.793,42.5,28.6,15.8,6.9,3.6,0.5,114.1,113.7,0.598,1,03/17/2023
Charlotte Hornets,Philadelphia 76ers,0022201047,82,0.31,0.456,0.33,0.749,43.7,24.4,13.6,7.7,5.1,-5.7,108.8,114.7,0.549,121,0.676,0.485,0.39,0.836,41.3,25.5,13.8,7.9,4.8,4.4,116.9,112.5,0.608,0,03/17/2023
Chicago Bulls,Miami Heat,0022201060,113,0.464,0.49,0.364,0.811,42.5,24.0,13.7,7.5,4.4,0.8,112.7,111.9,0.588,99,0.535,0.456,0.339,0.831,41.9,23.9,13.9,8.4,3.2,-0.5,111.6,112.2,0.569,1,03/18/2023
New York Knicks,Denver Nuggets,0022201055,116,0.577,0.465,0.348,0.765,47.5,22.5,13.0,6.2,4.0,2.9,116.1,113.4,0.571,110,0.671,0.508,0.387,0.753,43.2,29.4,14.8,7.6,4.5,3.9,117.5,113.6,0.607,1,03/18/2023
LA Clippers,Orlando Magic,0022201056,108,0.529,0.472,0.378,0.785,43.6,23.4,14.3,7.0,4.5,0.1,113.4,113.4,0.584,113,0.4,0.471,0.347,0.785,42.9,22.9,15.1,7.2,4.5,-3.0,111.6,114.3,0.574,0,03/18/2023
Utah Jazz,Boston Celtics,0022201062,118,0.478,0.473,0.358,0.789,44.8,25.4,15.4,6.4,5.3,0.0,115.9,115.7,0.587,117,0.69,0.473,0.375,0.82,44.8,26.0,13.4,6.4,5.2,5.4,116.6,111.1,0.599,1,03/18/2023
Indiana Pacers,Philadelphia 76ers,0022201057,121,0.457,0.465,0.365,0.791,40.7,26.2,14.4,7.8,5.8,-2.1,113.6,115.9,0.579,141,0.681,0.486,0.389,0.834,41.6,25.5,13.8,7.9,4.9,4.9,117.0,112.1,0.607,0,03/18/2023
Toronto Raptors,Minnesota Timberwolves,0022201058,122,0.486,0.456,0.339,0.782,43.5,23.9,12.1,9.5,5.2,0.7,114.2,113.6,0.555,107,0.493,0.491,0.36,0.758,40.7,25.2,15.2,8.0,5.4,-0.2,113.0,113.0,0.592,1,03/18/2023
Washington Wizards,Sacramento Kings,0022201059,118,0.457,0.485,0.358,0.79,44.1,25.4,14.4,6.9,5.3,-0.5,113.7,114.2,0.586,132,0.609,0.497,0.371,0.797,41.4,26.5,13.8,6.8,3.2,2.7,118.5,115.8,0.613,0,03/18/2023
Memphis Grizzlies,Golden State Warriors,0022201061,133,0.609,0.469,0.345,0.726,46.2,25.0,13.5,8.2,5.8,3.7,113.6,109.7,0.563,119,0.507,0.476,0.384,0.792,42.6,28.5,15.8,6.8,3.7,0.4,114.1,113.7,0.598,1,03/18/2023
Brooklyn Nets,Denver Nuggets,0022201063,102,0.557,0.491,0.383,0.798,40.6,25.5,14.0,7.2,6.3,0.6,114.2,113.4,0.601,108,0.662,0.508,0.386,0.753,43.1,29.4,14.7,7.6,4.4,3.7,117.5,113.8,0.607,0,03/19/2023
Oklahoma City Thunder,Phoenix Suns,0022201064,124,0.486,0.467,0.361,0.806,42.4,23.9,12.8,8.1,4.3,1.4,114.1,112.8,0.572,120,0.543,0.467,0.376,0.795,44.5,27.3,14.0,7.4,5.0,1.9,114.0,112.1,0.571,1,03/19/2023
San Antonio Spurs,Atlanta Hawks,0022201065,126,0.257,0.467,0.346,0.744,42.4,26.3,15.2,6.8,3.9,-9.3,109.7,119.1,0.556,118,0.5,0.481,0.354,0.816,42.7,24.1,12.5,6.9,4.7,-0.1,114.7,115.0,0.576,1,03/19/2023
Detroit Pistons,Miami Heat,0022201066,100,0.225,0.454,0.352,0.768,42.3,22.7,14.9,7.2,3.8,-7.5,110.1,117.3,0.561,112,0.528,0.455,0.338,0.831,41.9,24.0,13.9,8.4,3.2,-0.7,111.5,112.4,0.569,0,03/19/2023
Houston Rockets,New Orleans Pelicans,0022201067,107,0.257,0.455,0.328,0.751,46.4,22.5,16.5,7.2,4.7,-7.7,110.0,118.0,0.553,117,0.471,0.477,0.355,0.784,43.2,25.5,14.6,8.4,4.1,0.4,113.1,112.7,0.578,0,03/19/2023
Milwaukee Bucks,Toronto Raptors,0022201068,118,0.714,0.469,0.366,0.743,47.9,24.7,14.4,6.3,4.9,3.8,113.7,110.0,0.58,111,0.493,0.457,0.339,0.783,43.5,23.9,12.1,9.5,5.2,0.9,114.2,113.4,0.556,1,03/19/2023
Portland Trail Blazers,LA Clippers,0022201069,102,0.443,0.479,0.373,0.801,41.5,24.3,14.8,6.7,4.4,-1.7,115.6,117.2,0.598,117,0.521,0.472,0.377,0.785,43.6,23.4,14.3,7.0,4.4,0.1,113.3,113.3,0.583,0,03/19/2023
Los Angeles Lakers,Orlando Magic,0022201070,111,0.479,0.478,0.339,0.778,44.1,24.4,13.7,6.3,4.4,-0.5,113.1,113.3,0.578,105,0.408,0.471,0.346,0.785,42.9,22.9,15.1,7.3,4.5,-2.8,111.6,114.2,0.574,1,03/19/2023
Philadelphia 76ers,Chicago Bulls,0022201072,105,0.686,0.488,0.39,0.834,41.5,25.6,13.7,8.0,4.9,5.2,117.4,112.2,0.609,109,0.471,0.491,0.366,0.812,42.4,24.2,13.7,7.6,4.4,1.0,112.9,111.9,0.589,0,03/20/2023
New York Knicks,Minnesota Timberwolves,0022201073,134,0.583,0.465,0.348,0.767,47.5,22.5,13.0,6.2,4.0,2.9,116.2,113.5,0.572,140,0.486,0.49,0.358,0.76,40.7,25.2,15.2,7.9,5.4,-0.4,112.9,113.0,0.591,0,03/20/2023
Houston Rockets,Golden State Warriors,0022201074,108,0.254,0.455,0.328,0.755,46.3,22.4,16.4,7.1,4.7,-7.7,110.1,118.1,0.553,121,0.5,0.476,0.384,0.793,42.6,28.5,15.7,6.8,3.8,0.2,114.2,114.0,0.597,0,03/20/2023
Utah Jazz,Sacramento Kings,0022201076,128,0.486,0.472,0.359,0.789,45.0,25.4,15.3,6.3,5.3,0.0,116.0,115.8,0.586,120,0.614,0.498,0.374,0.795,41.5,26.6,13.7,6.8,3.2,2.8,118.7,115.8,0.614,1,03/20/2023
Charlotte Hornets,Indiana Pacers,0022201071,115,0.306,0.455,0.327,0.749,43.6,24.3,13.6,7.7,5.1,-6.1,108.5,114.8,0.548,109,0.451,0.466,0.365,0.792,40.7,26.3,14.4,7.7,5.8,-2.3,113.7,116.3,0.58,1,03/20/2023
Memphis Grizzlies,Dallas Mavericks,0022201075,112,0.614,0.47,0.347,0.726,46.1,25.1,13.4,8.2,5.8,3.8,113.9,109.9,0.564,108,0.507,0.474,0.371,0.752,39.5,23.0,12.6,6.6,3.7,0.6,115.9,115.5,0.599,1,03/20/2023
Brooklyn Nets,Cleveland Cavaliers,0022201079,109,0.549,0.49,0.382,0.799,40.5,25.5,14.0,7.2,6.3,0.5,114.2,113.5,0.601,115,0.616,0.488,0.363,0.777,42.6,25.7,13.9,7.5,4.6,5.7,115.4,109.6,0.59,0,03/21/2023
LA Clippers,Oklahoma City Thunder,0022201082,100,0.528,0.472,0.377,0.785,43.7,23.5,14.2,7.1,4.4,0.3,113.4,113.2,0.583,101,0.493,0.468,0.361,0.806,42.4,23.8,12.9,8.1,4.3,1.4,114.2,112.8,0.572,0,03/21/2023
Orlando Magic,Washington Wizards,0022201077,122,0.403,0.47,0.345,0.784,42.9,22.9,15.0,7.3,4.5,-2.9,111.5,114.2,0.573,112,0.451,0.485,0.358,0.791,44.1,25.5,14.4,6.9,5.3,-0.7,113.7,114.5,0.586,1,03/21/2023
Sacramento Kings,Boston Celtics,0022201081,109,0.606,0.497,0.374,0.794,41.5,26.6,13.6,6.7,3.2,2.7,118.6,115.9,0.613,132,0.681,0.473,0.376,0.819,44.7,26.1,13.3,6.3,5.1,5.3,116.7,111.2,0.599,0,03/21/2023
Atlanta Hawks,Detroit Pistons,0022201078,129,0.493,0.481,0.352,0.817,42.9,24.0,12.5,6.8,4.7,-0.2,114.8,115.1,0.576,107,0.222,0.454,0.352,0.769,42.3,22.8,14.9,7.1,3.8,-7.5,110.1,117.3,0.561,1,03/21/2023
New Orleans Pelicans,San Antonio Spurs,0022201080,119,0.479,0.478,0.356,0.785,43.2,25.6,14.6,8.3,4.1,0.5,113.3,112.7,0.578,84,0.268,0.468,0.348,0.743,42.4,26.3,15.1,6.8,3.9,-9.1,109.9,119.1,0.556,1,03/21/2023
