H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,eloh_pre,eloa_pre,eloh_post,eloa_post
102,0.514,0.456,0.337,0.781,46.9,23.2,13.7,6.8,4.3,2.4,114,111.8,0.562,83,0.541,0.47,0.386,0.79,43.4,27.2,13.9,7.2,5.4,3.1,116,112.7,0.577,1,1552.697504,1546.980918,1562.969872,1536.70855
139,0.667,0.512,0.39,0.8,40.9,26.7,14.8,6.9,6.9,3.5,115.7,112.1,0.617,103,0.333,0.471,0.347,0.731,42.1,26.7,15.7,7,4.2,-8.5,110.3,118.9,0.561,1,1618.700582,1374.695131,1623.454719,1369.940994
100,0.553,0.466,0.375,0.762,44.4,23.1,15.6,6.5,4.8,0.3,110.2,110,0.576,110,0.514,0.454,0.341,0.823,41.1,24.3,13.7,8.5,3.2,-0.7,110.8,111.6,0.567,0,1514.524795,1526.516566,1500.592459,1540.448901
145,0.622,0.481,0.367,0.789,43.6,24,15,6.7,4.2,5.2,113.6,108.4,0.587,134,0.444,0.485,0.37,0.817,41.4,24.1,13.9,7.5,4.8,-1,111.8,112.9,0.585,1,1555.97019,1469.24406,1560.846077,1464.368173
106,0.278,0.443,0.331,0.771,46.8,21.6,17.2,7.6,4.6,-6.4,108.9,115.6,0.551,111,0.568,0.472,0.361,0.735,39.8,22.6,12.7,7.3,4.1,2.3,115.3,113.2,0.594,0,1347.031639,1569.098154,1342.784539,1573.345254
135,0.514,0.477,0.382,0.775,44,24.6,15.6,6.5,4.2,0.1,114.1,114,0.589,106,0.256,0.45,0.353,0.774,42.8,22.1,14.5,6.7,3.6,-6.7,110.8,117.6,0.56,1,1455.488491,1376.834986,1465.321229,1367.002248
122,0.541,0.463,0.372,0.793,40.9,26.4,15,7.7,5.8,-0.5,113.2,113.8,0.582,114,0.444,0.452,0.328,0.794,43.1,22.9,12.6,9.7,5.1,0.1,113,112.9,0.553,1,1485.464672,1495.923457,1491.800659,1489.587469
124,0.432,0.489,0.341,0.776,41.2,24.8,15.5,8.1,5.2,-1.5,111.8,112.8,0.588,111,0.667,0.51,0.399,0.747,42.6,28.8,15.3,7.2,4.3,2.3,116.7,114.2,0.608,1,1463.940455,1581.8317,1477.010713,1568.761441
115,0.27,0.445,0.322,0.747,44.4,24.2,13.7,7.5,4.8,-6.5,107.9,114.8,0.537,121,0.417,0.482,0.338,0.799,43.4,24.2,14.3,6.3,4.7,-1.7,112.2,113.7,0.581,0,1385.095467,1479.420381,1377.200599,1487.315249
150,0.417,0.459,0.346,0.793,42.8,22.9,13.9,7.7,5,-1.6,110.5,112.1,0.559,117,0.703,0.479,0.373,0.827,43.3,26.2,13.5,6.6,5.1,6.2,117.2,110.6,0.605,1,1415.144416,1636.653975,1449.837612,1601.960779
123,0.639,0.456,0.342,0.741,48.2,24,15.2,6.6,5.3,1.7,111,109.3,0.561,113,0.447,0.483,0.345,0.767,43.8,25,14,6.9,5.7,-0.3,112,112.4,0.579,1,1545.273326,1514.76023,1551.297179,1508.736376
115,0.487,0.471,0.367,0.78,43.1,25.6,15.2,7,4.6,0.7,115.9,114.9,0.587,117,0.543,0.487,0.357,0.781,41,26.1,14.4,6.8,3.1,1.2,115.1,114,0.599,0,1506.36782,1490.996055,1499.339218,1498.024657
129,0.611,0.477,0.381,0.818,40.8,24.8,14.5,8.5,4.9,3.9,113.4,109.2,0.595,126,0.553,0.463,0.372,0.794,41.2,26.4,14.9,7.6,5.7,-0.2,113.5,113.8,0.582,1,1605.204133,1491.800659,1607.366919,1489.637873
119,0.526,0.473,0.374,0.793,42.2,28.2,16.2,6.5,3.8,-0.4,112.7,113.1,0.593,122,0.25,0.449,0.353,0.774,42.8,21.9,14.6,6.8,3.6,-7.3,110.4,117.6,0.56,0,1579.00118,1367.002248,1566.22171,1379.781719
112,0.432,0.482,0.338,0.796,43.6,24.2,14.3,6.3,4.7,-1.5,112.2,113.4,0.581,109,0.526,0.454,0.341,0.823,41.4,24.3,13.7,8.5,3.1,-0.4,110.9,111.4,0.567,1,1487.315249,1540.448901,1491.981331,1535.78282
121,0.432,0.486,0.367,0.819,41.3,24,13.7,7.5,4.7,-1.3,112.1,113.5,0.585,112,0.676,0.515,0.393,0.8,41,26.8,14.7,7.1,6.9,4.4,116.2,111.6,0.619,1,1464.368173,1623.454719,1476.305894,1611.516998
117,0.526,0.457,0.339,0.779,47,23.4,13.6,6.7,4.2,2.8,114,111.4,0.562,114,0.324,0.47,0.345,0.728,42,26.6,15.7,7,4.2,-9.2,110,119.3,0.559,1,1562.969872,1369.940994,1564.384673,1368.526193
126,0.351,0.467,0.342,0.796,43.4,22.1,15.8,6.7,4.9,-4.2,110.2,114.3,0.572,115,0.432,0.463,0.351,0.789,42.8,23,13.8,7.8,4.9,-0.7,111.3,112,0.563,1,1372.035775,1449.837612,1382.164689,1439.708698
90,0.632,0.482,0.366,0.787,43.6,24,14.8,6.6,4.1,5.3,114.2,108.9,0.589,88,0.526,0.468,0.382,0.79,43.3,27.1,13.8,7.2,5.3,2.5,115.5,112.8,0.574,1,1560.846077,1536.70855,1563.734574,1533.820052
117,0.556,0.489,0.355,0.783,41,26.1,14.4,6.8,3.1,1.2,115.1,114,0.6,120,0.459,0.467,0.333,0.817,42.9,23.4,12.5,6.8,4.8,-1,111.6,112.9,0.561,0,1498.024657,1475.089691,1489.717512,1483.396837
113,0.447,0.489,0.341,0.776,41.2,24.9,15.4,8.1,5.2,-1.1,112.2,112.8,0.589,106,0.528,0.479,0.384,0.772,43.8,24.7,15.6,6.8,4.2,1,114.3,113.4,0.592,1,1477.010713,1465.321229,1482.332955,1459.998987
107,0.263,0.445,0.322,0.745,44.3,24.2,13.7,7.5,4.9,-6.5,107.9,114.7,0.537,131,0.639,0.466,0.342,0.714,48.1,24.7,14.3,7.6,5.9,4.3,113.4,109.1,0.558,0,1377.200599,1620.430845,1367.015267,1630.616177
101,0.432,0.452,0.329,0.793,42.9,23,12.6,9.5,5.2,-0.1,113.1,113.1,0.553,104,0.649,0.457,0.34,0.745,48.2,24.1,15.1,6.6,5.4,1.9,111.2,109.3,0.561,0,1489.587469,1551.297179,1483.187146,1557.697503
119,0.622,0.481,0.368,0.785,44.3,25.8,15.1,8.5,4.3,4.4,114.7,110.3,0.584,108,0.27,0.444,0.33,0.77,46.8,21.6,17,7.5,4.6,-6.4,109,115.6,0.551,1,1588.198887,1342.784539,1590.276871,1340.706555
115,0.368,0.468,0.344,0.797,43.6,22.3,15.8,6.7,4.9,-3.8,110.7,114.3,0.574,123,0.649,0.467,0.341,0.716,48.3,24.7,14.3,7.6,5.9,4.8,113.6,108.9,0.559,0,1382.164689,1630.616177,1377.320088,1635.460777
95,0.579,0.471,0.359,0.741,39.8,22.6,12.6,7.3,4.2,2.4,115.3,113.1,0.594,124,0.684,0.478,0.372,0.826,43.1,26.2,13.6,6.6,5.1,5.2,117,111.5,0.605,0,1573.345254,1601.960779,1546.135523,1629.17051
114,0.263,0.444,0.33,0.767,46.8,21.7,16.9,7.6,4.6,-6.5,109,115.7,0.551,131,0.475,0.47,0.365,0.783,43.1,25.5,15.2,7,4.6,0.6,115.8,114.9,0.587,0,1340.706555,1499.339218,1329.054325,1510.991448
122,0.649,0.508,0.398,0.748,42.7,28.7,15.3,7.2,4.2,1.9,116.6,114.5,0.606,91,0.538,0.466,0.376,0.766,44.2,23,15.6,6.5,4.7,0.1,110.1,110.1,0.577,1,1568.761441,1500.592459,1579.627926,1489.725974
112,0.622,0.478,0.381,0.819,40.9,24.7,14.4,8.3,5,3.9,113.7,109.5,0.595,126,0.447,0.487,0.368,0.823,41.4,23.9,13.7,7.5,4.7,-1,112.2,113.4,0.587,0,1607.366919,1476.305894,1582.410215,1501.262599
121,0.316,0.471,0.346,0.731,41.9,26.6,15.7,6.9,4.1,-9.1,110,119.2,0.56,109,0.268,0.45,0.355,0.773,42.7,22.1,14.5,6.8,3.6,-7,110.8,117.7,0.561,1,1368.526193,1379.781719,1376.674691,1371.633221
130,0.447,0.482,0.337,0.796,43.5,24.1,14.3,6.4,4.7,-1.3,112.2,113.3,0.581,114,0.474,0.468,0.333,0.82,42.9,23.3,12.6,6.9,4.8,-0.9,111.8,112.9,0.563,1,1491.981331,1483.396837,1501.000383,1474.377785
96,0.513,0.467,0.382,0.789,43.5,27.1,13.9,7.2,5.2,2.4,115,112.4,0.572,104,0.513,0.454,0.34,0.82,41.4,24.3,13.6,8.5,3.2,-0.4,110.9,111.5,0.566,0,1533.820052,1535.78282,1521.25958,1548.343292
109,0.658,0.455,0.34,0.743,48.6,24,15.4,6.5,5.3,2,110.6,108.7,0.56,138,0.256,0.444,0.321,0.747,44.2,24.2,13.6,7.6,4.9,-6.9,107.7,114.8,0.536,0,1557.697503,1367.015267,1510.885597,1413.827173
108,0.538,0.464,0.372,0.797,41.2,26.5,14.9,7.6,5.7,-0.3,113.6,114.1,0.582,99,0.514,0.478,0.382,0.771,43.8,24.5,15.7,6.8,4.3,0.7,114.2,113.6,0.591,1,1489.637873,1459.998987,1495.311014,1454.325846
121,0.658,0.508,0.398,0.751,43.1,28.7,15.3,7.2,4.3,2.7,116.7,113.9,0.607,108,0.641,0.48,0.365,0.788,43.7,23.8,14.8,6.6,4.1,5.3,113.8,108.5,0.587,1,1579.627926,1563.734574,1587.233553,1556.128947
128,0.462,0.49,0.342,0.774,41,24.9,15.5,8.1,5.2,-0.9,112.3,112.8,0.59,115,0.525,0.463,0.369,0.765,44.1,23,15.4,6.6,4.6,-0.7,109.6,110.4,0.573,1,1482.332955,1489.725974,1490.769973,1481.288956
108,0.421,0.447,0.324,0.794,42.9,22.9,12.4,9.5,5.2,-0.2,112.3,112.4,0.548,112,0.538,0.457,0.338,0.775,47,23.2,13.6,6.7,4.3,2.8,114.1,111.5,0.562,0,1483.187146,1564.384673,1476.419044,1571.152774
127,0.421,0.461,0.353,0.793,42.5,23,13.7,7.9,4.9,-0.9,111.4,112.4,0.563,110,0.436,0.481,0.344,0.771,43.9,25,13.9,6.9,5.6,-0.6,112,112.7,0.578,1,1439.708698,1508.736376,1452.731194,1495.713881
102,0.632,0.48,0.368,0.788,44.5,25.8,15.1,8.4,4.4,4.5,114.9,110.3,0.584,108,0.658,0.514,0.391,0.799,40.7,26.7,14.6,7.1,6.9,4,115.9,111.7,0.617,0,1590.276871,1611.516998,1580.184756,1621.609113
126,0.462,0.489,0.375,0.819,41.5,24.1,13.7,7.4,4.7,-0.6,112.7,113.4,0.589,118,0.488,0.471,0.366,0.787,43,25.7,15,7.1,4.6,1,116.1,114.9,0.588,1,1501.262599,1510.991448,1507.578486,1504.675562
127,0.564,0.468,0.356,0.742,39.9,22.4,12.6,7.2,4.1,1.5,114.8,113.4,0.59,117,0.615,0.478,0.369,0.788,44.7,25.6,15.1,8.4,4.3,4.3,114.7,110.4,0.583,1,1546.135523,1580.184756,1554.143957,1572.176323
116,0.333,0.473,0.346,0.734,42,26.6,15.8,6.9,4.1,-8.5,110.3,118.9,0.562,121,0.692,0.478,0.372,0.826,43.3,26.3,13.5,6.6,5.2,5.8,117.2,111.1,0.605,0,1376.674691,1629.17051,1372.991332,1632.853869
101,0.513,0.474,0.374,0.796,42.1,28.3,16.1,6.4,3.8,-0.4,112.8,113.3,0.594,115,0.359,0.468,0.343,0.799,43.4,22.3,15.7,6.7,4.8,-3.9,110.7,114.5,0.574,0,1566.22171,1377.320088,1538.097275,1405.444523
134,0.541,0.488,0.356,0.787,41,26,14.3,6.9,3.1,1.1,115.1,114.1,0.599,136,0.462,0.484,0.34,0.795,43.6,24.2,14.4,6.4,4.7,-0.9,112.4,113.1,0.583,0,1489.717512,1501.000383,1483.216577,1507.501317
108,0.512,0.463,0.369,0.762,44,23,15.3,6.7,4.6,-1,109.7,110.8,0.572,112,0.462,0.468,0.332,0.819,42.7,23.3,12.5,6.9,4.8,-1.2,111.6,113.1,0.562,0,1481.288956,1474.377785,1472.30968,1483.357061
98,0.5,0.466,0.38,0.792,43.6,27,13.9,7.1,5.1,2.2,114.6,112.2,0.571,112,0.625,0.479,0.365,0.78,43.7,24,14.7,6.7,4.2,4.8,113.9,109.1,0.586,0,1521.25958,1556.128947,1505.176691,1572.211836
101,0.525,0.453,0.339,0.821,41.4,24.2,13.6,8.5,3.2,-0.2,110.8,111.2,0.566,102,0.667,0.512,0.393,0.802,40.8,26.7,14.6,7.2,7,4.1,115.8,111.5,0.616,0,1548.343292,1621.609113,1543.895861,1626.056543
96,0.256,0.443,0.331,0.77,46.8,21.6,16.8,7.5,4.5,-6.7,109,116.1,0.551,104,0.475,0.492,0.343,0.775,41.1,25,15.6,8,5.3,-0.5,112.7,112.8,0.592,0,1329.054325,1490.769973,1321.923123,1497.901175
111,0.262,0.45,0.355,0.77,42.6,22.1,14.5,6.9,3.5,-7.1,110.7,117.7,0.56,123,0.605,0.476,0.383,0.818,40.8,24.9,14.2,8.3,4.9,3.4,113.7,110,0.594,0,1371.633221,1582.410215,1364.241381,1589.802054
116,0.55,0.463,0.371,0.8,41.1,26.3,14.8,7.7,5.7,-0.1,113.3,113.5,0.582,111,0.275,0.446,0.325,0.745,44.3,24.3,13.4,7.7,4.9,-6,108.3,114.7,0.539,1,1495.311014,1413.827173,1498.509494,1410.628693
117,0.41,0.447,0.324,0.794,43,22.9,12.3,9.5,5.1,-0.3,112.4,112.6,0.548,105,0.5,0.476,0.379,0.772,43.9,24.6,15.7,6.8,4.2,0.5,113.7,113.2,0.588,1,1476.419044,1454.325846,1483.440714,1447.304177
123,0.658,0.469,0.341,0.715,48.3,24.7,14.2,7.5,5.9,4.9,113.8,109,0.56,118,0.476,0.472,0.365,0.787,42.9,25.9,14.9,7.1,4.5,0.8,116.1,115.1,0.588,1,1635.460777,1504.675562,1637.948769,1502.18757
120,0.436,0.463,0.356,0.791,42.4,23.2,13.6,7.9,4.9,-0.5,111.7,112.2,0.564,109,0.575,0.47,0.358,0.744,39.8,22.4,12.7,7.2,4.2,1.8,115,113.4,0.593,1,1452.731194,1554.143957,1463.799844,1543.075307
107,0.55,0.457,0.341,0.773,47.2,23.1,13.6,6.6,4.3,2.9,114.2,111.6,0.563,111,0.641,0.455,0.343,0.74,48.5,24,15.4,6.5,5.3,1.2,110.5,109.4,0.561,0,1571.152774,1510.885597,1560.770637,1521.267734
107,0.7,0.479,0.373,0.823,43.3,26.4,13.5,6.5,5.3,5.7,117.2,111.1,0.605,99,0.475,0.49,0.377,0.817,41.6,24.1,13.6,7.3,4.7,-0.4,113,113.5,0.591,1,1632.853869,1507.578486,1636.157288,1504.275066
136,0.526,0.489,0.358,0.788,40.8,26,14.3,6.8,3.2,1.1,115.5,114.6,0.601,111,0.375,0.469,0.344,0.794,43.4,22.4,15.6,6.8,4.8,-3.5,110.8,114.1,0.575,1,1483.216577,1405.444523,1492.091633,1396.569468
122,0.667,0.509,0.401,0.751,43.4,28.8,15.3,7.1,4.3,2.9,117.2,114,0.608,109,0.475,0.487,0.342,0.796,43.5,24.3,14.4,6.3,4.6,-0.8,112.9,113.6,0.586,1,1587.233553,1507.501317,1592.850942,1501.883927
112,0.425,0.481,0.343,0.77,43.9,24.9,14,6.9,5.5,-1,111.8,112.9,0.578,132,0.6,0.478,0.364,0.783,44.6,25.6,15,8.5,4.3,3.9,114.6,110.6,0.581,0,1495.713881,1572.176323,1477.889976,1590.000228
121,0.667,0.468,0.342,0.715,48,24.7,14.1,7.7,5.9,4.8,113.9,109.1,0.56,113,0.325,0.473,0.345,0.735,42.1,26.5,15.7,6.9,4.1,-8.4,110.3,118.8,0.562,1,1637.948769,1372.991332,1639.480948,1371.459152
147,0.615,0.477,0.381,0.819,40.9,24.8,14.2,8.4,4.9,3.6,113.8,109.9,0.594,116,0.256,0.452,0.355,0.771,42.5,22.1,14.7,6.9,3.4,-7.2,110.6,117.7,0.561,1,1589.802054,1364.241381,1594.530395,1359.51304
113,0.5,0.472,0.372,0.796,42.3,28.2,16.1,6.4,3.8,-0.7,112.5,113.4,0.592,125,0.488,0.465,0.383,0.794,43.5,26.9,14,7.2,5.1,1.8,114.4,112.3,0.57,0,1538.097275,1505.176691,1520.324628,1522.949338
113,0.5,0.461,0.369,0.763,44.3,23,15.2,6.7,4.6,-1.1,109.6,110.8,0.57,101,0.561,0.469,0.358,0.745,39.8,22.3,12.7,7.1,4.1,1.4,114.9,113.7,0.593,1,1472.30968,1543.075307,1482.72549,1532.659497
112,0.512,0.452,0.34,0.819,41.4,24.2,13.6,8.5,3.2,-0.2,110.8,111.2,0.564,111,0.45,0.463,0.357,0.792,42.6,23.3,13.5,7.8,5,-0.2,112,112.2,0.564,1,1543.895861,1463.799844,1545.745576,1461.950128
116,0.465,0.473,0.364,0.788,42.9,26,15,7,4.6,0.6,116,115.1,0.588,114,0.634,0.482,0.365,0.778,43.6,24.2,14.7,6.7,4.2,5,113.9,109,0.587,1,1502.18757,1572.211836,1506.500168,1567.899238
106,0.487,0.476,0.378,0.771,43.8,24.5,15.9,6.7,4.2,0.2,113.4,113.2,0.588,109,0.366,0.469,0.343,0.793,43.4,22.4,15.5,6.8,4.8,-4,110.8,114.6,0.574,0,1447.304177,1396.569468,1438.349821,1405.523823
132,0.425,0.447,0.326,0.796,42.9,23,12.2,9.5,5.2,0,112.4,112.4,0.549,120,0.268,0.446,0.325,0.749,44.4,24.3,13.5,7.7,4.9,-6,108.3,114.6,0.539,1,1483.440714,1410.628693,1488.960423,1405.108984
100,0.415,0.482,0.344,0.77,43.7,24.9,14.2,6.9,5.4,-1.5,111.8,113.3,0.579,97,0.463,0.489,0.376,0.815,41.7,24,13.5,7.3,4.6,-0.6,112.8,113.5,0.59,1,1477.889976,1504.275066,1482.067443,1500.097599
135,0.25,0.451,0.355,0.773,42.1,22.1,14.6,7,3.5,-7.7,110.5,118.1,0.561,118,0.488,0.491,0.343,0.776,41.2,25,15.6,8,5.2,-0.3,112.5,112.4,0.592,1,1359.51304,1497.901175,1376.287511,1481.126703
125,0.707,0.478,0.371,0.826,43.5,26.4,13.4,6.4,5.4,5.8,117.1,110.9,0.604,114,0.61,0.479,0.365,0.782,44.6,25.5,14.9,8.5,4.3,4.3,115,110.7,0.582,1,1636.157288,1590.000228,1642.097138,1584.060378
119,0.537,0.455,0.339,0.776,47.3,23,13.4,6.6,4.2,2.7,114.1,111.7,0.561,113,0.561,0.463,0.37,0.8,41.1,26.3,14.8,7.8,5.8,0,113.3,113.4,0.581,1,1560.770637,1498.509494,1564.632231,1494.6479
105,0.475,0.469,0.331,0.818,42.7,23.2,12.4,6.9,4.9,-1.1,111.5,113,0.562,114,0.65,0.454,0.344,0.741,48.6,24.1,15.4,6.4,5.3,1.3,110.7,109.4,0.561,0,1483.357061,1521.267734,1471.303279,1533.321516
135,0.675,0.469,0.344,0.71,48,24.7,14.1,7.8,5.9,4.9,113.9,109,0.56,129,0.317,0.473,0.345,0.738,42.1,26.5,15.6,6.9,4,-8.4,110.1,118.7,0.561,1,1639.480948,1371.459152,1640.763084,1370.177017
126,0.675,0.508,0.399,0.754,43.6,28.7,15.3,7.1,4.4,3.2,117.1,113.7,0.607,97,0.5,0.465,0.384,0.799,43.7,26.8,14.1,7.1,5.1,2,114.4,112.1,0.571,1,1592.850942,1522.949338,1603.115781,1512.684499
135,0.538,0.49,0.362,0.788,41,26.3,14.2,6.7,3.1,1.7,116,114.5,0.603,115,0.25,0.443,0.33,0.767,46.7,21.7,16.9,7.5,4.6,-6.8,108.8,115.8,0.549,1,1492.091633,1321.923123,1496.787894,1317.226862
114,0.625,0.48,0.38,0.823,41.1,25,14.3,8.3,5,4.3,114.4,109.8,0.597,133,0.439,0.464,0.355,0.789,42.6,23.4,13.6,7.8,5,-0.2,111.9,112.2,0.564,0,1594.530395,1461.950128,1563.754842,1492.725682
115,0.463,0.486,0.341,0.795,43.4,24.1,14.4,6.4,4.5,-1.1,112.6,113.5,0.584,119,0.548,0.469,0.357,0.747,39.7,22.2,12.7,7,4.2,1.1,114.8,113.9,0.593,0,1501.883927,1532.659497,1493.872195,1540.671229
98,0.675,0.512,0.392,0.802,40.9,26.6,14.7,7.2,7,4,115.7,111.5,0.616,109,0.714,0.478,0.37,0.827,43.6,26.3,13.3,6.4,5.3,5.9,117.2,111,0.604,0,1626.056543,1642.097138,1611.454032,1656.699649
108,0.524,0.451,0.339,0.826,41.4,24,13.8,8.6,3.2,-0.2,110.8,111.2,0.565,102,0.659,0.455,0.345,0.739,48.8,24.2,15.3,6.4,5.2,1.4,110.8,109.3,0.561,1,1545.745576,1533.321516,1550.621421,1528.445671
113,0.475,0.476,0.372,0.772,43.9,24.4,16,6.8,4.2,0.1,113.3,113.2,0.587,119,0.619,0.481,0.363,0.779,43.5,24,14.4,6.7,4.3,4.9,113.9,109.2,0.587,0,1438.349821,1567.899238,1431.436606,1574.812454
124,0.439,0.448,0.33,0.796,43.1,23.2,12.2,9.4,5.2,0.3,113,112.7,0.551,114,0.262,0.448,0.327,0.749,44.2,24.6,13.4,7.7,4.8,-6.2,108.7,115.1,0.542,1,1488.960423,1405.108984,1493.621886,1400.447521
113,0.31,0.472,0.344,0.739,42.1,26.6,15.5,6.9,4.2,-8.3,110.4,118.9,0.561,144,0.488,0.47,0.372,0.796,42.3,28.1,16.1,6.6,3.7,-1,112.3,113.4,0.59,0,1370.177017,1520.324628,1351.733382,1538.768262
110,0.452,0.488,0.374,0.813,41.6,23.8,13.5,7.3,4.6,-0.7,112.5,113.3,0.588,124,0.452,0.465,0.356,0.794,42.5,23.4,13.5,7.8,5,0.2,112.3,112.1,0.566,0,1500.097599,1492.725682,1481.81235,1511.01093
103,0.512,0.46,0.369,0.763,44.5,23,15.1,6.7,4.6,-0.8,109.9,110.8,0.57,115,0.683,0.509,0.4,0.753,43.5,28.8,15.2,7.2,4.4,3.8,117.4,113.4,0.609,0,1482.72549,1603.115781,1471.947216,1613.894056
139,0.55,0.49,0.363,0.789,41,26.3,14.1,6.7,3.1,2.1,116.3,114.4,0.603,114,0.244,0.443,0.332,0.765,46.6,21.9,16.8,7.5,4.5,-7.1,108.8,116.1,0.55,1,1496.787894,1317.226862,1502.011173,1312.003582
110,0.267,0.454,0.359,0.773,42,22.3,14.7,7,3.5,-7.2,111,118,0.564,116,0.595,0.48,0.365,0.782,44.3,25.4,14.8,8.4,4.3,3.9,114.9,111,0.583,0,1376.287511,1584.060378,1371.308626,1589.039264
112,0.477,0.472,0.362,0.788,43.2,25.9,15.1,7,4.6,0.7,116,115.1,0.588,108,0.381,0.47,0.344,0.793,43.2,22.3,15.5,6.9,4.8,-3.8,110.9,114.5,0.575,1,1506.500168,1405.523823,1509.106982,1402.917009
111,0.548,0.463,0.368,0.799,41.1,26.3,14.8,7.8,5.7,-0.1,113.2,113.4,0.581,113,0.463,0.468,0.332,0.82,42.7,23.3,12.4,6.8,4.8,-1.3,111.4,113,0.562,0,1494.6479,1471.303279,1487.459992,1478.491187
121,0.476,0.491,0.347,0.775,41.1,24.9,15.7,7.9,5.2,-0.7,112.6,112.9,0.592,116,0.488,0.464,0.382,0.797,43.8,26.9,14.3,7,5,1.3,114.1,112.5,0.57,1,1481.126703,1512.684499,1486.501156,1507.310046
108,0.429,0.482,0.344,0.771,43.9,24.8,14.3,6.8,5.4,-1.4,111.7,113.1,0.578,112,0.548,0.455,0.339,0.778,47.3,22.9,13.5,6.7,4.2,2.8,114.1,111.7,0.562,0,1482.067443,1564.632231,1475.332021,1571.367653
136,0.463,0.477,0.371,0.772,43.6,24.2,16,6.8,4.2,-0.1,113.2,113.3,0.588,119,0.558,0.469,0.356,0.744,39.9,22.2,12.8,6.9,4.3,1.2,114.3,113.4,0.592,1,1431.436606,1540.671229,1446.585223,1525.522613
112,0.535,0.461,0.366,0.799,41.3,26.3,14.7,7.8,5.8,-0.1,113.2,113.4,0.578,130,0.683,0.47,0.349,0.709,48.1,24.6,14.1,7.7,5.9,4.9,114.2,109.3,0.561,0,1487.459992,1640.763084,1475.076054,1653.147021
103,0.452,0.449,0.33,0.796,42.9,23.4,12.1,9.5,5.2,0.5,113.3,112.7,0.553,114,0.476,0.468,0.336,0.817,42.8,23.3,12.4,6.8,4.9,-1.2,111.4,113,0.562,0,1493.621886,1478.491187,1477.615318,1494.497756
110,0.488,0.492,0.347,0.777,40.9,24.8,15.7,8,5.1,-0.6,112.6,112.9,0.592,102,0.628,0.481,0.362,0.779,43.5,24.1,14.3,6.7,4.2,4.9,114,109.2,0.587,1,1486.501156,1574.812454,1495.193843,1566.119766
106,0.256,0.45,0.329,0.748,44.2,24.6,13.6,7.6,4.9,-6.3,108.8,115.4,0.544,122,0.721,0.478,0.369,0.828,43.8,26.3,13.3,6.4,5.4,6.1,117.2,110.9,0.603,0,1400.447521,1656.699649,1393.220505,1663.926665
117,0.489,0.471,0.361,0.786,43.5,25.6,15.2,7,4.7,0.7,115.8,114.8,0.587,118,0.61,0.479,0.378,0.826,41,25.1,14.3,8.2,4.9,3.8,114.3,110.2,0.596,0,1509.106982,1563.754842,1504.368522,1568.493303
111,0.535,0.451,0.338,0.828,41.9,24,13.8,8.6,3.2,-0.1,110.8,111.1,0.564,95,0.643,0.453,0.347,0.738,48.6,24.1,15.2,6.5,5.2,1.3,110.7,109.4,0.56,1,1550.621421,1528.445671,1559.101621,1519.965471
104,0.261,0.454,0.356,0.772,41.9,22.2,14.6,7,3.5,-7.2,110.8,117.8,0.564,117,0.558,0.455,0.338,0.776,47.5,22.7,13.3,6.6,4.2,2.8,114.2,111.7,0.561,0,1371.308626,1571.367653,1363.143712,1579.532567
119,0.69,0.509,0.401,0.753,43.5,28.7,15.1,7.2,4.4,4,117.5,113.3,0.609,116,0.372,0.469,0.345,0.79,43.1,22.3,15.5,7,4.7,-3.8,110.6,114.3,0.574,1,1613.894056,1402.917009,1615.174948,1401.636117
121,0.5,0.461,0.368,0.763,44.5,23,15,6.7,4.6,-1.1,109.9,111.1,0.569,100,0.238,0.444,0.332,0.762,46.4,21.9,16.8,7.5,4.5,-7.5,108.9,116.7,0.55,1,1471.947216,1312.003582,1477.081337,1306.869461
140,0.476,0.479,0.372,0.776,43.7,24.5,15.9,6.8,4.2,0.3,113.8,113.5,0.591,123,0.545,0.471,0.36,0.741,39.6,22.3,12.8,6.9,4.3,0.8,114.5,114,0.594,1,1446.585223,1525.522613,1460.117783,1511.990052
112,0.452,0.483,0.337,0.791,43.5,24,14.3,6.4,4.5,-1.2,112.2,113.1,0.581,113,0.619,0.478,0.38,0.825,40.9,25.1,14.2,8.1,4.9,3.7,114.4,110.4,0.596,0,1493.872195,1568.493303,1489.445689,1572.919808
102,0.659,0.51,0.392,0.803,40.7,26.6,14.7,7.2,7.1,3.6,115.4,111.6,0.615,112,0.465,0.466,0.356,0.795,42.6,23.4,13.5,7.9,5,0.5,112.5,112.1,0.567,0,1611.454032,1511.01093,1592.662496,1529.802466
119,0.302,0.472,0.345,0.739,41.9,26.5,15.5,6.9,4.1,-8.8,110.1,119.2,0.561,132,0.561,0.491,0.367,0.791,41.1,26.5,14.1,6.7,3.2,2.6,116.9,114.4,0.606,0,1351.733382,1502.011173,1341.647131,1512.097425
132,0.442,0.487,0.373,0.816,41.6,24,13.5,7.3,4.7,-1,112.5,113.5,0.588,118,0.5,0.472,0.372,0.796,42.5,28.1,16,6.6,3.8,-0.3,112.8,113.2,0.592,1,1481.81235,1538.768262,1492.713316,1527.867297
